Brand,Name,Product,Review,Grade
MAKEUP GEEK,TIME TRAVEL,Eyeshadow,"a “deep teal with gray undertones and a matte finish.” It’s a muted, dark teal with subtle, cool undertones and a very fine shimmer. The texture was thin, dusty, but it was fairly smooth at least! It yielded mostly opaque color payoff, as long as you don’t dare to blend it–otherwise it sheers out considerably and gets everywhere. Yet another disappointing eyeshadow from this release, and it makes one wonder what happened.",C
MAKEUP GEEK,STEALTH,Eyeshadow,"a “medium gray with strong slate blue undertones and a matte finish.” It’s a muted, medium bluish-gray with cool undertones and a semi-matte finish. It was so powdery; it was like the product wasn’t binding together when pressed against the skin. It was messy to use, turned patchy, and was unimpressive. It lasted for six hours before fading noticeably.",D
TOM FORD BEAUTY,NIGHT SKY (01),Palette,"a full-sized powder eyeshadow and full-sized cream eyeshadow housed in a two-tiered component. They worked well together, but both were weaker on their own and less impressive as a result. The cream eyeshadow was hard to apply evenly; the darker color paired with greater slip yielded sheerer, streakier results, but the formula is buildable and opaque in two layers, so it can work. I just don’t think it’s as good as past iterations of the cream eyeshadow formula (which I’m normally a huge fan of).",B+
MAC,EVENING RENDEZVOUS,Lipstick,"a “deep reddish purple [with a Matte finish].” It’s a muted, medium-dark purple with warm pink tones and a semi-matte finish.",A
MAC,FRANKLY SCARLET,Blush,"a “vivid rose-red [with a matte finish].” It’s a bright, medium red with subtle, warm undertones and a mostly matte finish.",A
BOBBI BROWN,RETRO RED,Lipstick,"a “blue red.” It’s a bright, medium red with subtle, cool undertones and a soft sheen. It was richly pigmented with a creamy, smooth consistency that applied beautifully. The color lasted for six and a half hours and was hydrating while worn.",A
BOBBI BROWN,RED VELVET,Lipstick,"a “deep rich red.” It’s a muted, medium-dark brown-based red with warm undertones and a soft sheen. It had good color coverage with a really smooth, creamy texture that glided right on with even coverage. The color stayed on well for over six hours, left a light stain behind, and was hydrating over time.",A
BOBBI BROWN,PARISIAN RED,Lipstick,"a “true yellow red.” It’s a bright, medium red with warm, yellow undertones and a glossy finish. It had very nearly opaque pigmentation with a very creamy, more emollient consistency (compared to the rest of the formula) that applied well without streaking. I didn’t have any issues with feathering/bleeding, but it has enough slip that it could be a concern for those who experience those issues more often. It wore well for six hours and was moisturizing while worn.",A
MAC,FULL FUCHSIA,Blush,"a “bright intense fuchsia [with a Frost finish].” It’s a bold, bright, medium fuchsia-pink with strong, blue undertones and a fine shimmer-sheen.",A-
DIOR,BLAZING (631),Eyeshadow,"a sparkling, soft champagne gold with warm undertones and a frosted sheen.",B+
BITE BEAUTY,KIR ROYALE,Lipstick,"a “bold wine/berry.” It’s a bold, medium-dark pinky-red with very subtle ruby micro-shimmer and a natural sheen.",A
BITE BEAUTY,#010,Lipstick,"a “blue-toned violet.” It’s a medium-dark, magenta purple with warmer, pink tones and a satin finish.",A
MAC,LOVE JOY,Blush,"a “warm mid-toen brown with gold pearl.” It’s a muted, medium-dark brown with subtle reddish tones and soft, gold shimmer.",B+
DIOR,LUXURIOUS BEIGE,Highlighter,"a light, yellowed beige with fine gold shimmer.",B+
GUERLAIN,NUIT MERVEILLEUSE (903),Lipstick,"a medium-dark, violet purple with fine, multi-colored shimmer (mostly pink and lighter purple).",B+
GUERLAIN,MERVEILLEUX ROSE (867),Lipstick,"a medium, rosy pink with warm undertones and a soft, luminous sheen.",A
MAC,IRRESISTIBLY CHARMING/VIOLET,Palette,"one shade of Dazzleglass and three shades of Cremesheen Glass. For long-time collectors, this will be your best bet between the three lipgloss sets as three of the shades are new (Narcissus is a repromote). MAC’s holiday lipgloss sets are actually one of their best values, because while the tubes may look short, they actually contain 0.08 oz. each! But this is the crazy part: full-sized Dazzleglasses are a mere 0.06 oz., while full-sized Cremesheen Glasses are 0.09 oz. The set contains $26.67 worth of Dazzleglass and $53.33 worth of Cremesheen Glass, which makes the set have a total value of $80.00. The holiday sets are a great way to restock your glosses, if you like the formula or shades. The sets often repeat from year to year and have a mix of often-repromoted-limited-editions as well as permanent options. Cremesheen Glass is sheerer, lightweight, comfortable without being sticky, with short wear time (one to three hours). Dazzleglass is thicker, glossier, sparkly (or glittery), sticky, and typically sheer but have longer wear time (two to four hours).",B
CHANEL,GOLDEN SUN (280),Blush,"a muted, medium brown with a hint of warm rose paired with a luminous sheen.",A-
MAC,IRRESISTIBLY CHARMING/PINK,Palette,"one shade of Dazzleglass and three shades of Cremesheen Glass. All of the shades have been released before; Sugarrimmed and Just Superb are part of the current range from what I can tell. MAC’s holiday lipgloss sets are actually one of their best values, because while the tubes may look short, they actually contain 0.08 oz. each! But this is the crazy part: full-sized Dazzleglasses are a mere 0.06 oz., while full-sized Cremesheen Glasses are 0.09 oz. The set contains $26.67 worth of Dazzleglass and $53.33 worth of Cremesheen Glass, which makes the set have a total value of $80.00. The holiday sets are a great way to restock your glosses, if you like the formula or shades. The sets often repeat from year to year and have a mix of often-repromoted-limited-editions as well as permanent options. Cremesheen Glass is sheerer, lightweight, comfortable without being sticky, with short wear time (one to three hours). Dazzleglass is thicker, glossier, sparkly (or glittery), sticky, and typically sheer but have longer wear time (two to four hours).",B-
BOBBI BROWN,RETRO CORAL,Lipstick,"a “pale pink coral.” It’s a medium coral with a hint of pink and warm undertones paired with a luminous sheen. It had mostly opaque color payoff with a creamy, moderately slippery consistency, so you could see “lines” if you pressed your lips together at times. The texture is lightweight and comfortable to wear, while the color lasted for four and a half hours on me and was hydrating over time.",B+
BOBBI BROWN,PINK GUAVA,Lipstick,"a “pink tangerine.” It’s a bright, medium pink-coral with warm undertones and a luminous sheen. It had nearly full color coverage, though there was just a little translucency to the color still. The texture was light-to-medium in weight, creamy, and comfortable on. It applied with smooth, even coverage, and the color wore well for five and a half hours. I found the formula moderately hydrating while worn.",A
BOBBI BROWN,PALE CORAL,Lipstick,"a “midtone coral cream.” It’s a light-medium peach-orange with warm undertones and a creamy, lightly glossy finish. The texture was quite creamy with light-to-medium weight to it, so it was thick enough where you could see “lines” if you pressed your lips together, and the more emollient consistency made it harder to apply evenly. It had good pigmentation, though, and lasted for four hours and was lightly hydrating.",B+
